"http://www.semanticweb.org/in3067-inm713/restaurants#PizzaDippingSauceCup","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#VeggiePizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#LargeTheWorksPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#LargePepperoniPlusPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#BaconCheddarBurgerPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#PizzaSub","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#CreatePizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#PizzaSubDeluxe","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#HowieSpecialPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#HowieMauiPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#TheWorksPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#MediumCheesePizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#PhillyCheesesteakPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#MeatEatersPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#ChickenParmigianaPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#CheesePizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#OldFashionPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#WhitePizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#BltPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#ChickenWingPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#TacoPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#MargheritaPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#PizzaSteakSub","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#PizzaFries","http://www.semanticweb.org/in3067-inm713/restaurants#"
"http://www.semanticweb.org/in3067-inm713/restaurants#TrentonTomatoPizza","http://www.semanticweb.org/in3067-inm713/restaurants#"
